,type_of_property,subtype_of_property,bedrooms,bathrooms,region,province,postal_code,floor,living_area,state_of_property,year_of_construction,facade_count,heating,kitchen,epc_score,price,garden,terrace,neighborhood_type,fireplace,rooms,furnished,pools,age_of_property
4543,HOUSE,HOUSE,3,2.0,Flandres,Flandre Orientale,9900,,195.0,GOOD,2001.0,2.0,GAS,INSTALLED,B,349000,,,URBAN,False,26.0,False,False,22.0
4544,APARTMENT,APARTMENT,2,2.0,Flandres,Flandre Occidentale,8300,7.0,72.0,JUST_RENOVATED,1978.0,,GAS,USA_HYPER_EQUIPPED,B,795000,,2.0,LANDSCAPE,False,,False,False,45.0
4545,HOUSE,FARMHOUSE,3,1.0,Flandres,Anvers,2200,,193.0,TO_RENOVATE,1920.0,4.0,WOOD,SEMI_EQUIPPED,F,1490000,,,COUNTRY,True,4.0,False,False,103.0
4546,HOUSE,HOUSE,4,2.0,Flandres,Anvers,2930,,227.0,GOOD,1992.0,4.0,unknown,INSTALLED,C,795000,,,unknown,True,,False,False,31.0
4547,HOUSE,VILLA,5,2.0,Flandres,Anvers,2960,,412.0,GOOD,2004.0,4.0,unknown,HYPER_EQUIPPED,B,995000,,,unknown,True,6.0,False,True,19.0
4548,HOUSE,VILLA,4,2.0,Flandres,Anvers,2980,,374.0,AS_NEW,1974.0,4.0,GAS,unknown,B,795000,,,unknown,True,,False,False,49.0
4549,HOUSE,HOUSE,5,2.0,Flandres,Anvers,2960,,259.0,GOOD,1989.0,4.0,GAS,unknown,B,695000,952.0,40.0,unknown,True,,False,False,34.0
4550,HOUSE,HOUSE,4,2.0,Flandres,Anvers,2970,,288.0,AS_NEW,2021.0,4.0,unknown,HYPER_EQUIPPED,A,965000,,,unknown,True,,False,False,2.0
4551,HOUSE,HOUSE,4,1.0,Flandres,Anvers,2018,,117.0,TO_RENOVATE,1926.0,2.0,unknown,SEMI_EQUIPPED,F,249000,,,unknown,True,,False,False,97.0
4552,HOUSE,HOUSE,3,2.0,Flandres,Anvers,2060,,158.0,TO_RENOVATE,1933.0,2.0,GAS,SEMI_EQUIPPED,D,215000,,,unknown,True,,False,False,90.0
4553,HOUSE,HOUSE,5,2.0,Flandres,Anvers,2960,,412.0,GOOD,2004.0,4.0,unknown,HYPER_EQUIPPED,B,995000,,,unknown,True,6.0,False,True,19.0
4554,HOUSE,VILLA,4,2.0,Flandres,Anvers,2930,,451.0,AS_NEW,1993.0,4.0,GAS,INSTALLED,B,1660000,,,unknown,True,5.0,False,False,30.0
4555,HOUSE,HOUSE,2,1.0,Flandres,Anvers,2660,,104.0,TO_RENOVATE,,,GAS,SEMI_EQUIPPED,C,245000,,,unknown,True,,False,False,
4556,HOUSE,HOUSE,4,1.0,Flandres,Anvers,2140,,99.0,GOOD,1935.0,2.0,GAS,SEMI_EQUIPPED,C,259000,,,RESIDENTIAL,True,,False,False,88.0
4557,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2060,,157.0,TO_RENOVATE,1927.0,3.0,unknown,SEMI_EQUIPPED,F,249000,,,RESIDENTIAL,True,,False,False,96.0
4558,HOUSE,HOUSE,5,4.0,Flandres,Flandre Occidentale,8300,,392.0,unknown,2018.0,,unknown,unknown,A,3950000,,,URBAN,False,6.0,False,True,5.0
4559,HOUSE,APARTMENT_BLOCK,0,,Flandres,Flandre Orientale,9300,,,AS_NEW,,,GAS,unknown,D,349000,,,unknown,False,,False,False,
4560,HOUSE,APARTMENT_BLOCK,8,4.0,Bruxelles,Bruxelles,1000,,663.0,AS_NEW,1917.0,2.0,GAS,HYPER_EQUIPPED,D,995000,,12.0,RESIDENTIAL,False,,False,False,106.0
4561,HOUSE,HOUSE,5,3.0,Flandres,Brabant Flamand,1790,,379.0,AS_NEW,,,unknown,unknown,D,429000,,,unknown,False,,False,False,
4562,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8800,,143.0,unknown,1932.0,,GAS,INSTALLED,B,299000,,,unknown,False,,False,False,91.0
4563,HOUSE,HOUSE,2,1.0,Flandres,Flandre Orientale,9060,,105.0,AS_NEW,1961.0,,GAS,INSTALLED,E,279000,,,unknown,False,,False,False,62.0
4564,HOUSE,VILLA,4,1.0,Flandres,Anvers,2800,,180.0,GOOD,1950.0,4.0,GAS,HYPER_EQUIPPED,C,535000,,,unknown,False,,False,False,73.0
4565,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8791,,153.0,GOOD,2017.0,3.0,GAS,unknown,B,389000,,,unknown,False,1.0,False,False,6.0
4566,HOUSE,APARTMENT_BLOCK,7,3.0,Bruxelles,Bruxelles,1030,,426.0,TO_BE_DONE_UP,1930.0,2.0,GAS,unknown,E,700000,,9.0,unknown,False,,False,False,93.0
4567,HOUSE,HOUSE,4,,Flandres,Flandre Orientale,9000,,210.0,unknown,1920.0,,unknown,unknown,C,330000,,,URBAN,False,,False,False,103.0
4568,HOUSE,APARTMENT_BLOCK,0,,Flandres,Brabant Flamand,1853,,214.0,TO_RENOVATE,1958.0,2.0,GAS,unknown,F,430000,,,unknown,False,,False,False,65.0
4569,HOUSE,HOUSE,4,1.0,Flandres,Limbourg,3920,,200.0,GOOD,1989.0,4.0,GAS,HYPER_EQUIPPED,C,365000,,,unknown,False,,False,False,34.0
4570,APARTMENT,APARTMENT,1,1.0,Wallonie,Hainaut,6030,2.0,65.0,unknown,,2.0,unknown,INSTALLED,C,115000,,,unknown,False,,False,False,
4571,HOUSE,COUNTRY_COTTAGE,6,1.0,Flandres,Flandre Occidentale,8850,,315.0,TO_RENOVATE,1946.0,4.0,FUELOIL,unknown,unknown,749500,,,unknown,False,,False,False,77.0
4572,HOUSE,APARTMENT_BLOCK,5,1.0,Bruxelles,Bruxelles,1030,,215.0,TO_RENOVATE,1918.0,2.0,FUELOIL,unknown,F,399000,,,unknown,False,,False,False,105.0
4573,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8770,,127.0,GOOD,1918.0,2.0,GAS,unknown,B,269000,,,unknown,False,,False,False,105.0
4574,APARTMENT,APARTMENT,1,,Wallonie,Namur,5100,1.0,,unknown,2010.0,1.0,unknown,USA_INSTALLED,B,190000,,5.0,RESIDENTIAL,False,,False,False,13.0
4575,APARTMENT,PENTHOUSE,1,1.0,Bruxelles,Bruxelles,1150,0.0,36.0,AS_NEW,1950.0,3.0,GAS,INSTALLED,F,199000,,4.0,ISOLATED,False,,False,False,73.0
4576,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Occidentale,8370,7.0,68.0,GOOD,,,GAS,unknown,B,315000,,,unknown,False,3.0,False,False,
4577,APARTMENT,GROUND_FLOOR,1,1.0,Flandres,Flandre Occidentale,8370,0.0,48.0,GOOD,2002.0,,ELECTRIC,unknown,E,167500,,,FITTED_OUT,False,1.0,False,False,21.0
4578,APARTMENT,DUPLEX,3,1.0,Flandres,Flandre Occidentale,8370,2.0,110.0,GOOD,,,GAS,unknown,D,185000,,1.0,URBAN,False,1.0,False,False,
4579,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Occidentale,8370,4.0,92.0,GOOD,2012.0,,ELECTRIC,unknown,A,269000,,,FITTED_OUT,False,1.0,False,False,11.0
4580,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Occidentale,8370,2.0,68.0,GOOD,,,GAS,unknown,C,127500,,,URBAN,False,1.0,False,False,
4581,APARTMENT,APARTMENT,2,2.0,Flandres,Flandre Occidentale,8300,2.0,77.0,GOOD,,,GAS,unknown,A,453000,,,unknown,False,3.0,False,False,
4582,APARTMENT,FLAT_STUDIO,0,,Flandres,Flandre Occidentale,8430,1.0,,JUST_RENOVATED,1974.0,2.0,ELECTRIC,INSTALLED,C,115000,,,unknown,True,,True,False,49.0
4583,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2200,,108.0,TO_RENOVATE,1977.0,4.0,GAS,SEMI_EQUIPPED,D,249000,,,unknown,True,,False,False,46.0
4584,HOUSE,VILLA,3,2.0,Flandres,Anvers,2460,,281.0,AS_NEW,1974.0,4.0,FUELOIL,INSTALLED,E,675000,,,RESIDENTIAL,True,,False,True,49.0
4585,HOUSE,HOUSE,3,,Flandres,Flandre Occidentale,8700,,,TO_RESTORE,,,unknown,unknown,unknown,180000,,,unknown,False,,False,False,
4586,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8700,,183.0,JUST_RENOVATED,1957.0,,unknown,unknown,C,395000,,,unknown,False,,False,False,66.0
4587,HOUSE,APARTMENT_BLOCK,13,8.0,Flandres,Anvers,2200,,,TO_BE_DONE_UP,1967.0,2.0,FUELOIL,SEMI_EQUIPPED,D,850000,,,unknown,True,,False,False,56.0
4588,HOUSE,EXCEPTIONAL_PROPERTY,4,2.0,Flandres,Limbourg,3890,,330.0,unknown,,,FUELOIL,unknown,E,619000,,,COUNTRY,False,,False,False,
4589,HOUSE,HOUSE,6,1.0,Flandres,Flandre Orientale,9000,,335.0,unknown,,,GAS,SEMI_EQUIPPED,F,399000,,,unknown,False,,False,False,
4590,HOUSE,HOUSE,4,,Flandres,Flandre Occidentale,8000,,,unknown,2007.0,,unknown,unknown,B,585000,,,URBAN,False,,False,False,16.0
4591,HOUSE,TOWN_HOUSE,3,1.0,Flandres,Brabant Flamand,1970,,120.0,GOOD,1950.0,2.0,GAS,INSTALLED,F,445000,75.0,17.0,ISOLATED,False,,False,False,73.0
4592,HOUSE,HOUSE,5,5.0,Bruxelles,Bruxelles,1040,,433.0,AS_NEW,1920.0,2.0,GAS,HYPER_EQUIPPED,E,1395000,90.0,10.0,unknown,False,6.0,False,False,103.0
4593,HOUSE,TOWN_HOUSE,3,1.0,Flandres,Brabant Flamand,1950,,120.0,GOOD,1950.0,2.0,GAS,INSTALLED,F,445000,75.0,17.0,ISOLATED,False,,False,False,73.0
4594,HOUSE,HOUSE,3,1.0,Flandres,Brabant Flamand,3210,,143.0,AS_NEW,1933.0,3.0,GAS,USA_HYPER_EQUIPPED,B,519000,,,COUNTRY,False,,False,False,90.0
4595,HOUSE,APARTMENT_BLOCK,18,7.0,Flandres,Flandre Orientale,9100,,915.0,TO_BE_DONE_UP,1965.0,2.0,GAS,NOT_INSTALLED,unknown,1149750,,,unknown,True,,False,False,58.0
4596,HOUSE,HOUSE,2,1.0,Flandres,Brabant Flamand,3210,,,TO_RENOVATE,1955.0,3.0,FUELOIL,USA_INSTALLED,F,329000,,,COUNTRY,False,,False,False,68.0
4597,HOUSE,HOUSE,4,1.0,Flandres,Brabant Flamand,3070,,180.0,GOOD,,3.0,GAS,HYPER_EQUIPPED,D,469000,,,unknown,False,,False,False,
4598,HOUSE,VILLA,4,2.0,Flandres,Brabant Flamand,3071,,165.0,AS_NEW,2022.0,4.0,unknown,unknown,unknown,585000,,,unknown,False,,False,False,1.0
4599,HOUSE,HOUSE,4,2.0,Bruxelles,Bruxelles,1200,,240.0,GOOD,1979.0,2.0,GAS,INSTALLED,D,850000,170.0,38.0,ISOLATED,False,,False,False,44.0
4600,HOUSE,APARTMENT_BLOCK,4,2.0,Bruxelles,Bruxelles,1200,,310.0,GOOD,1933.0,2.0,GAS,HYPER_EQUIPPED,G,750000,27.0,8.0,unknown,False,,False,False,90.0
4601,HOUSE,EXCEPTIONAL_PROPERTY,7,2.0,Flandres,Brabant Flamand,3070,,305.0,GOOD,1980.0,4.0,unknown,unknown,C,925000,,50.0,unknown,False,,False,False,43.0
4602,HOUSE,MIXED_USE_BUILDING,4,1.0,Wallonie,Liège,4870,,320.0,GOOD,1888.0,3.0,GAS,INSTALLED,E,219000,40.0,25.0,URBAN,False,,False,False,135.0
4603,HOUSE,VILLA,4,1.0,Wallonie,Liège,4920,,130.0,AS_NEW,1948.0,4.0,FUELOIL,HYPER_EQUIPPED,C,349000,1154.0,27.0,unknown,False,,True,False,75.0
4604,HOUSE,HOUSE,3,1.0,Flandres,Brabant Flamand,1640,,164.0,JUST_RENOVATED,1981.0,4.0,GAS,INSTALLED,A,695000,,,unknown,True,,False,False,42.0
4605,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2900,,182.0,JUST_RENOVATED,1953.0,2.0,GAS,INSTALLED,C,375000,48.0,,unknown,True,,False,False,70.0
4606,HOUSE,HOUSE,2,1.0,Flandres,Anvers,2600,,120.0,GOOD,1998.0,,unknown,unknown,B,320000,278.0,,unknown,True,,False,False,25.0
4607,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2560,,175.0,unknown,1966.0,3.0,GAS,HYPER_EQUIPPED,B,429000,,,unknown,False,,False,False,57.0
4608,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2610,,143.0,TO_RENOVATE,,2.0,ELECTRIC,unknown,F,299000,110.0,,unknown,True,,False,False,
4609,HOUSE,VILLA,6,5.0,Flandres,Anvers,2950,,543.0,AS_NEW,1967.0,4.0,GAS,HYPER_EQUIPPED,C,1695000,,,RESIDENTIAL,False,7.0,False,True,56.0
4610,HOUSE,MANSION,5,2.0,Flandres,Anvers,2800,,334.0,AS_NEW,1910.0,4.0,GAS,INSTALLED,C,1195000,1065.0,50.0,unknown,False,6.0,False,False,113.0
4611,HOUSE,HOUSE,2,,Flandres,Anvers,2140,,188.0,unknown,,2.0,unknown,unknown,D,395000,,,unknown,False,,False,False,
4612,HOUSE,HOUSE,2,1.0,Wallonie,Liège,4020,,90.0,TO_BE_DONE_UP,,2.0,GAS,SEMI_EQUIPPED,D,165000,120.0,,URBAN,False,,False,False,
4613,APARTMENT,APARTMENT,1,1.0,Flandres,Flandre Orientale,9500,0.0,73.0,unknown,,,unknown,USA_HYPER_EQUIPPED,unknown,299132,36.0,35.0,unknown,False,,False,False,
4614,APARTMENT,APARTMENT,3,2.0,Flandres,Flandre Orientale,9620,0.0,180.0,AS_NEW,2020.0,3.0,unknown,HYPER_EQUIPPED,A,829000,,27.0,URBAN,False,,True,False,3.0
4615,APARTMENT,APARTMENT,3,2.0,Flandres,Flandre Orientale,9000,0.0,180.0,AS_NEW,2020.0,3.0,unknown,HYPER_EQUIPPED,A,829000,,27.0,unknown,False,,True,False,3.0
4616,APARTMENT,APARTMENT,3,2.0,Flandres,Flandre Orientale,9700,0.0,180.0,AS_NEW,2020.0,3.0,unknown,HYPER_EQUIPPED,A,829000,,27.0,unknown,False,,True,False,3.0
4617,APARTMENT,PENTHOUSE,3,2.0,Bruxelles,Bruxelles,1180,3.0,180.0,GOOD,,2.0,unknown,HYPER_EQUIPPED,E,890000,,38.0,unknown,False,,False,False,
4618,APARTMENT,DUPLEX,2,1.0,Flandres,Brabant Flamand,1600,0.0,133.0,AS_NEW,2000.0,3.0,GAS,INSTALLED,B,395000,30.0,,RESIDENTIAL,False,,False,False,23.0
4619,APARTMENT,APARTMENT,2,1.0,Flandres,Anvers,2630,1.0,81.0,GOOD,1987.0,3.0,ELECTRIC,SEMI_EQUIPPED,D,195000,,5.0,unknown,True,,False,False,36.0
4620,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9260,,471.0,AS_NEW,1991.0,,FUELOIL,unknown,unknown,415000,,,unknown,False,,False,False,32.0
4621,APARTMENT,DUPLEX,1,1.0,Wallonie,Namur,5590,0.0,,TO_RENOVATE,,,unknown,SEMI_EQUIPPED,D,77000,,,unknown,False,,False,False,
4622,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Occidentale,8300,4.0,82.0,GOOD,1978.0,2.0,GAS,unknown,B,520000,,3.0,unknown,False,,False,False,45.0
4623,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9260,,439.0,TO_RENOVATE,1967.0,,GAS,SEMI_EQUIPPED,D,325000,,,unknown,False,,False,False,56.0
4624,HOUSE,HOUSE,1,1.0,Flandres,Flandre Orientale,9820,,49.0,AS_NEW,,,unknown,INSTALLED,C,275000,,,unknown,False,,False,False,
4625,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2040,,122.0,AS_NEW,1983.0,,GAS,INSTALLED,D,325000,292.0,,COUNTRY,False,,False,False,40.0
4626,HOUSE,HOUSE,1,1.0,Flandres,Flandre Orientale,9820,,49.0,AS_NEW,,,unknown,INSTALLED,C,275000,,,unknown,False,,False,False,
4627,HOUSE,HOUSE,1,1.0,Flandres,Flandre Orientale,9820,,39.0,unknown,,,unknown,INSTALLED,D,119000,,,unknown,False,,False,False,
4628,HOUSE,HOUSE,1,1.0,Flandres,Flandre Orientale,9820,,49.0,AS_NEW,,,unknown,INSTALLED,C,156000,,,unknown,False,,False,False,
4629,HOUSE,OTHER_PROPERTY,4,1.0,Flandres,Anvers,2260,,447.0,GOOD,1992.0,4.0,FUELOIL,SEMI_EQUIPPED,C,635000,,,unknown,True,,False,False,31.0
4630,HOUSE,HOUSE,4,2.0,Flandres,Flandre Orientale,9988,,,unknown,2022.0,,unknown,unknown,A,450000,,,unknown,False,,False,False,1.0
4631,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8710,,150.0,AS_NEW,1977.0,,FUELOIL,INSTALLED,F,235000,,,unknown,True,,True,False,46.0
4632,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9000,,135.0,GOOD,,2.0,GAS,INSTALLED,B,442000,45.0,,URBAN,False,,False,False,
4633,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8710,,150.0,AS_NEW,1977.0,,FUELOIL,INSTALLED,F,235000,,,unknown,True,,True,False,46.0
4634,HOUSE,HOUSE,3,,Flandres,Flandre Occidentale,8377,,,unknown,,,unknown,unknown,unknown,145000,,,unknown,False,,False,False,
4635,HOUSE,HOUSE,4,4.0,Flandres,Flandre Orientale,9000,,170.0,unknown,,,unknown,unknown,unknown,750000,,,URBAN,False,,False,False,
4636,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9300,,207.0,TO_BE_DONE_UP,1996.0,,GAS,INSTALLED,B,315000,,,unknown,False,11.0,False,False,27.0
4637,HOUSE,VILLA,6,2.0,Flandres,Anvers,2550,,278.0,unknown,1990.0,,GAS,INSTALLED,C,699000,,14.0,unknown,False,,False,False,33.0
4638,HOUSE,APARTMENT_BLOCK,4,3.0,Flandres,Anvers,2060,,,TO_RENOVATE,1924.0,,GAS,INSTALLED,D,649900,,,URBAN,False,,False,False,99.0
4639,HOUSE,VILLA,3,1.0,Flandres,Anvers,2590,,204.0,unknown,2023.0,,GAS,unknown,unknown,569000,,,unknown,False,,False,False,0.0
4640,HOUSE,HOUSE,3,2.0,Wallonie,Hainaut,7880,,213.0,GOOD,,,GAS,HYPER_EQUIPPED,unknown,555222,,,unknown,False,16.0,False,False,
4641,HOUSE,HOUSE,3,1.0,Flandres,Limbourg,3700,,120.0,unknown,2018.0,,GAS,INSTALLED,unknown,284900,,,unknown,False,,False,False,5.0
4642,HOUSE,HOUSE,4,2.0,Flandres,Flandre Occidentale,8640,,181.0,GOOD,,,GAS,HYPER_EQUIPPED,unknown,560117,,,unknown,False,16.0,False,False,
4643,HOUSE,HOUSE,3,2.0,Wallonie,Hainaut,7060,,213.0,GOOD,,,GAS,HYPER_EQUIPPED,unknown,634296,,,unknown,False,16.0,False,False,
4644,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9550,,165.0,GOOD,,,GAS,HYPER_EQUIPPED,unknown,616313,,,unknown,False,14.0,False,False,
4645,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8570,,130.0,GOOD,,,GAS,HYPER_EQUIPPED,unknown,426595,,,unknown,False,13.0,False,False,
4646,HOUSE,HOUSE,5,1.0,Flandres,Flandre Orientale,9472,,214.0,AS_NEW,1934.0,,GAS,unknown,D,259000,,,URBAN,False,,False,False,89.0
4647,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9506,,166.0,GOOD,,,GAS,HYPER_EQUIPPED,unknown,445034,,,unknown,False,14.0,False,False,
4648,HOUSE,HOUSE,5,1.0,Flandres,Flandre Orientale,9470,,214.0,AS_NEW,1934.0,,GAS,unknown,D,259000,,,URBAN,False,,False,False,89.0
4649,HOUSE,HOUSE,3,2.0,Flandres,Anvers,2560,,170.0,unknown,2023.0,,unknown,HYPER_EQUIPPED,unknown,379000,,,unknown,False,,False,False,0.0
4650,HOUSE,HOUSE,3,1.0,Flandres,Limbourg,3600,,157.0,unknown,1973.0,,unknown,unknown,F,275000,,,unknown,False,,False,False,50.0
4651,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2240,,109.0,AS_NEW,1972.0,,ELECTRIC,INSTALLED,C,399000,,,unknown,False,,False,False,51.0
4652,APARTMENT,APARTMENT,2,1.0,Flandres,Anvers,2170,2.0,75.0,GOOD,1978.0,2.0,GAS,unknown,B,219000,,4.0,unknown,False,,False,False,45.0
4653,APARTMENT,APARTMENT,1,1.0,Flandres,Flandre Orientale,9700,0.0,81.0,unknown,2020.0,2.0,GAS,INSTALLED,unknown,275000,30.0,16.0,unknown,True,,False,False,3.0
4654,APARTMENT,DUPLEX,3,2.0,Flandres,Anvers,2360,0.0,223.0,GOOD,1992.0,,GAS,INSTALLED,B,239500,,,URBAN,True,,False,False,31.0
4655,APARTMENT,APARTMENT,3,1.0,Bruxelles,Bruxelles,1070,4.0,115.0,GOOD,1974.0,2.0,GAS,SEMI_EQUIPPED,D,269000,,8.0,FITTED_OUT,True,,False,False,49.0
4656,APARTMENT,APARTMENT,1,,Wallonie,Namur,5100,0.0,52.0,unknown,2011.0,,GAS,unknown,C,200000,100.0,20.0,unknown,True,,False,False,12.0
4657,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Occidentale,8420,2.0,85.0,JUST_RENOVATED,,3.0,GAS,INSTALLED,unknown,195000,,,RESIDENTIAL,False,,False,False,
4658,APARTMENT,APARTMENT,3,1.0,Flandres,Flandre Orientale,9000,2.0,125.0,GOOD,1978.0,3.0,GAS,unknown,C,299000,,8.0,URBAN,False,1.0,False,False,45.0
4659,APARTMENT,APARTMENT,3,,Flandres,Flandre Occidentale,8620,0.0,140.0,GOOD,2020.0,,unknown,unknown,unknown,445000,,,FITTED_OUT,False,1.0,False,False,3.0
4660,APARTMENT,APARTMENT,2,1.0,Wallonie,Hainaut,6200,0.0,83.0,unknown,1974.0,,ELECTRIC,unknown,C,145000,,,unknown,False,,False,False,49.0
4661,APARTMENT,APARTMENT,2,1.0,Bruxelles,Bruxelles,1040,6.0,80.0,AS_NEW,1960.0,2.0,GAS,INSTALLED,C,425000,,8.0,URBAN,False,,False,False,63.0
4662,APARTMENT,APARTMENT,2,1.0,Bruxelles,Bruxelles,1180,9.0,90.0,GOOD,1970.0,2.0,GAS,INSTALLED,E,335000,,10.0,RESIDENTIAL,False,,False,False,53.0
4663,APARTMENT,APARTMENT,2,1.0,Flandres,Anvers,2960,1.0,90.0,GOOD,,,GAS,unknown,unknown,350000,,12.0,unknown,False,3.0,False,False,
4664,APARTMENT,APARTMENT,2,1.0,Bruxelles,Bruxelles,1180,9.0,90.0,GOOD,1970.0,2.0,GAS,INSTALLED,E,330000,,10.0,RESIDENTIAL,False,,False,False,53.0
4665,APARTMENT,DUPLEX,2,1.0,Flandres,Flandre Occidentale,8370,4.0,109.0,GOOD,,,GAS,unknown,A,350000,,,unknown,False,3.0,False,False,
4666,HOUSE,VILLA,4,1.0,Wallonie,Hainaut,7390,,278.0,AS_NEW,1993.0,4.0,unknown,USA_HYPER_EQUIPPED,C,555000,860.0,60.0,unknown,False,,False,False,30.0
4667,HOUSE,HOUSE,4,1.0,Bruxelles,Bruxelles,1180,,253.0,GOOD,1987.0,3.0,GAS,HYPER_EQUIPPED,G,850000,100.0,18.0,unknown,False,,False,False,36.0
4668,HOUSE,VILLA,3,1.0,Wallonie,Liège,4260,,155.0,GOOD,1992.0,4.0,unknown,INSTALLED,E,280000,,40.0,COUNTRY,False,,False,False,31.0
4669,HOUSE,MIXED_USE_BUILDING,2,,Flandres,Brabant Flamand,1500,,104.0,unknown,1994.0,,unknown,unknown,unknown,265000,,,unknown,True,,False,False,29.0
4670,HOUSE,HOUSE,1,1.0,Wallonie,Hainaut,6280,,50.0,AS_NEW,2022.0,3.0,unknown,HYPER_EQUIPPED,B,199000,,5.0,unknown,False,,False,False,1.0
4671,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8700,,120.0,TO_RENOVATE,1962.0,3.0,FUELOIL,INSTALLED,F,256000,,,ISOLATED,False,,False,False,61.0
4672,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,6000,,110.0,GOOD,1918.0,2.0,GAS,INSTALLED,C,180000,155.0,25.0,URBAN,False,,False,False,105.0
4673,HOUSE,HOUSE,3,1.0,Flandres,Brabant Flamand,3080,,118.0,AS_NEW,1958.0,3.0,GAS,HYPER_EQUIPPED,C,465000,,,unknown,False,,False,False,65.0
4674,HOUSE,HOUSE,2,2.0,Bruxelles,Bruxelles,1200,,220.0,GOOD,1900.0,2.0,GAS,unknown,G,785000,47.0,12.0,unknown,False,,False,False,123.0
4675,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9260,,121.0,GOOD,1953.0,3.0,GAS,INSTALLED,F,285000,,25.0,ISOLATED,False,,False,False,70.0
4676,HOUSE,HOUSE,2,1.0,Flandres,Flandre Orientale,9470,,85.0,JUST_RENOVATED,1930.0,2.0,GAS,HYPER_EQUIPPED,D,249000,65.0,20.0,ISOLATED,False,,False,False,93.0
4677,HOUSE,MIXED_USE_BUILDING,0,1.0,Flandres,Flandre Orientale,9550,,400.0,GOOD,1912.0,4.0,FUELOIL,USA_HYPER_EQUIPPED,E,520000,,,MALL,False,,False,False,111.0
4678,HOUSE,HOUSE,4,2.0,Flandres,Flandre Orientale,9860,,330.0,AS_NEW,1930.0,4.0,FUELOIL,HYPER_EQUIPPED,B,647000,3200.0,,COUNTRY,False,,False,False,93.0
4679,HOUSE,VILLA,4,3.0,Flandres,Flandre Occidentale,8300,,344.0,AS_NEW,2018.0,3.0,GAS,HYPER_EQUIPPED,B,3950000,,,ISOLATED,False,5.0,False,False,5.0
4680,HOUSE,HOUSE,1,2.0,Bruxelles,Bruxelles,1200,,200.0,GOOD,1930.0,2.0,GAS,INSTALLED,G,550000,,10.0,MALL,False,,False,False,93.0
4681,HOUSE,HOUSE,3,1.0,Flandres,Brabant Flamand,3120,,201.0,TO_BE_DONE_UP,1971.0,4.0,GAS,INSTALLED,F,289000,,,ISOLATED,False,,False,False,52.0
4682,HOUSE,VILLA,7,4.0,Flandres,Flandre Occidentale,8300,,394.0,unknown,,4.0,unknown,unknown,F,4250000,,,unknown,False,8.0,False,False,
4683,HOUSE,HOUSE,3,1.0,Wallonie,Liège,4671,,169.0,AS_NEW,1918.0,2.0,GAS,INSTALLED,C,289900,100.0,25.0,RESIDENTIAL,False,,False,False,105.0
4684,HOUSE,MIXED_USE_BUILDING,1,2.0,Bruxelles,Bruxelles,1200,,200.0,GOOD,1930.0,2.0,GAS,INSTALLED,G,550000,,10.0,MALL,False,,False,False,93.0
4685,HOUSE,HOUSE,2,1.0,Flandres,Anvers,2620,,267.0,unknown,1982.0,2.0,GAS,HYPER_EQUIPPED,B,449000,,,unknown,False,,False,False,41.0
4686,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2627,,158.0,AS_NEW,,3.0,unknown,HYPER_EQUIPPED,unknown,495000,,,unknown,False,,False,False,
4687,HOUSE,HOUSE,2,1.0,Flandres,Anvers,2845,,94.0,unknown,1899.0,2.0,ELECTRIC,HYPER_EQUIPPED,F,229000,,,unknown,False,,False,False,124.0
4688,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2845,,183.0,AS_NEW,2023.0,2.0,unknown,HYPER_EQUIPPED,unknown,394000,22.0,12.0,unknown,False,,False,False,0.0
